Mathematica;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;501;0,397935;0,00189942;0,888086;-0,00677272;-24,866;-194,362;;;;501;0,961869;0,00066431;0,578023;-0,126165;-163,579;-2311,58;;;;501;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;501;0,961395372;0,000704078;0,57972298;-0,12492789;-163,7629304;-2170,24691
;;502;0,397671;0,00189209;0,888393;-0,00673409;-24,7959;-194,362;;;;502;0,961774;0,000663953;0,578049;-0,126146;-163,564;-2312,39;;;;502;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;502;0,961294602;0,000704253;0,579772602;-0,12489192;-163,7507981;-2169,153465
;;503;0,397409;0,0018848;0,888699;-0,0066957;-24,7261;-194,361;;;;503;0,96168;0,000663596;0,578075;-0,126127;-163,549;-2313,2;;;;503;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;503;0,961193799;0,000704435;0,579822584;-0,124855696;-163,7387031;-2168,037032
;;504;0,397147;0,00187755;0,889004;-0,00665754;-24,6564;-194,361;;;;504;0,961586;0,000663239;0,578101;-0,126108;-163,535;-2314,02;;;;504;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;504;0,961092963;0,000704624;0,579872932;-0,124819214;-163,7266459;-2166,897252
;;505;0,396887;0,00187033;0,889308;-0,0066196;-24,587;-194,361;;;;505;0,961491;0,000662881;0,578127;-0,126089;-,164;-2314,84;;;;505;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;505;0,960992092;0,000704821;0,57992365;-0,124782472;-163,714627;-2165,733764
;;506;0,396627;0,00186314;0,889612;-0,00658189;-24,5178;-194,361;;;;506;0,961397;0,000662522;0,578153;-0,12607;-163,505;-2315,66;;;;506;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;506;0,960891186;0,000705024;0,579974743;-0,124745467;-163,702647;-2164,546203
;;507;0,396369;0,00185599;0,889914;-0,0065444;-24,4488;-,194;;;;507;0,961303;0,000662163;0,578179;-0,12605;-163,491;-2316,49;;;;507;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;507;0,960790242;0,000705235;0,580026214;-0,124708194;-163,6907063;-2163,3342
;;508;0,396111;0,00184888;0,890216;-0,00650713;-24,3799;-,194;;;;508;0,961208;0,000661804;0,578206;-0,126031;-163,476;-2317,31;;;;508;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;508;0,96068926;0,000705453;0,58007807;-0,124670652;-163,6788055;-2162,097384
;;509;0,395855;0,0018418;0,890517;-0,00647008;-24,3113;-,194;;;;509;0,961114;0,000661443;0,578232;-0,126012;-163,462;-2318,14;;;;509;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;509;0,960588239;0,00070568;0,580130314;-0,124632836;-163,6669452;-2160,835379
;;510;0,395599;0,00183475;0,890817;-0,00643326;-24,2429;-,194;;;;510;0,96102;0,000661083;0,578258;-0,125993;-163,447;-2318,97;;;;510;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;510;0,960487177;0,000705913;0,580182952;-0,124594743;-163,6551259;-2159,547806
;;511;0,395344;0,00182774;0,891116;-0,00639665;-24,1747;-194,359;;;;511;0,960926;0,000660722;0,578284;-0,125974;-163,432;-2319,8;;;;511;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;511;0,960386073;0,000706155;0,580235989;-0,12455637;-163,6433481;-2158,234283
;;512;0,395091;0,00182076;0,891414;-0,00636026;-24,1067;-194,359;;;;512;0,960832;0,00066036;0,57831;-0,125955;-163,418;-2320,64;;;;512;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;512;0,960284927;0,000706405;0,58028943;-0,124517713;-163,6316125;-2156,894423
;;513;0,394838;0,00181382;0,891712;-0,00632408;-24,0389;-194,359;;;;513;0,960738;0,000659998;0,578337;-0,125936;-163,403;-2321,48;;;;513;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;513;0,960183735;0,000706663;0,58034328;-0,124478769;-163,6199197;-2155,527836
;;514;0,394586;0,0018069;0,892009;-0,00628812;-23,9714;-194,359;;;;514;0,960644;0,000659636;0,578363;-0,125917;-163,389;-2322,31;;;;514;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;514;0,960082498;0,000706929;0,580397545;-0,124439533;-163,6082701;-2154,13413
;;515;0,394336;0,00180003;0,892304;-0,00625237;-23,904;-194,358;;;;515;0,96055;0,000659273;0,578389;-0,125897;-163,374;-2323,16;;;;515;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;515;0,959981214;0,000707204;0,58045223;-0,124400003;-163,5966643;-2152,712907
;;516;0,394086;0,00179318;0,892599;-0,00621683;-23,8368;-194,358;;;;516;0,960457;0,00065891;0,578416;-0,125878;-,163;-2324;;;;516;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;516;0,959879881;0,000707488;0,58050734;-0,124360174;-163,5851031;-2151,263765
;;517;0,393837;0,00178637;0,892893;-0,0061815;-23,7698;-194,358;;;;517;0,960363;0,000658546;0,578442;-0,125859;-163,345;-2324,85;;;;517;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;517;0,959778498;0,00070778;0,580562882;-0,124320042;-163,5735869;-2149,786301
;;518;0,393589;0,00177959;0,893186;-0,00614638;-2,3703;-194,358;;;;518;0,960269;0,000658182;0,578469;-0,12584;-,163;-2325,69;;;;518;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;518;0,959677064;0,000708082;0,580618861;-0,124279604;-163,5621165;-2148,280105
;;519;0,393342;0,00177284;0,893479;-0,00611146;-23,6364;-194,357;;;;519;0,960176;0,000657817;0,578495;-0,12582;-163,316;-2326,54;;;;519;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;519;0,959575577;0,000708392;0,580675282;-0,124238856;-163,5506923;-2146,744766
;;520;0,393096;0,00176612;0,89377;-0,00607675;-23,57;-194,357;;;;520;0,960082;0,000657453;0,578521;-0,125801;-163,301;-2327,39;;;;520;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;520;0,959474035;0,000708712;0,580732152;-0,124197793;-163,5393151;-2145,179867
;;521;0,392851;0,00175944;0,894061;-0,00604225;-23,5038;-194,357;;;;521;0,959988;0,000657087;0,578548;-0,125782;-163,287;-2328,25;;;;521;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;521;0,959372438;0,000709041;0,580789477;-0,124156411;-163,5279855;-2143,584988
;;522;0,392607;0,00175279;0,894351;-0,00600795;-23,4379;-194,357;;;;522;0,959895;0,000656722;0,578574;-0,125763;-163,272;-2329,1;;;;522;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;522;0,959270784;0,00070938;0,580847263;-0,124114706;-163,5167041;-2141,959704
;;523;0,392363;0,00174617;0,89464;-0,00597385;-23,3721;-194,357;;;;523;0,959802;0,000656356;0,578601;-0,125743;-163,258;-2329,96;;;;523;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;523;0,959169071;0,000709728;0,580905517;-0,124072674;-163,5054716;-2140,303588
;;524;0,392121;0,00173958;0,894928;-0,00593996;-23,3065;-194,356;;;;524;0,959708;0,00065599;0,578627;-0,125724;-163,243;-2330,82;;;;524;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;524;0,959067297;0,000710087;0,580964244;-0,124030311;-163,4942886;-2138,616208
;;525;0,391879;0,00173302;0,895216;-0,00590626;-23,241;-194,356;;;;525;0,959615;0,000655623;0,578654;-0,125705;-163,229;-2331,68;;;;525;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;525;0,958965461;0,000710455;0,581023451;-0,123987611;-163,4831559;-2136,897128
;;526;0,391639;0,0017265;0,895503;-0,00587276;-23,1758;-194,356;;;;526;0,959522;0,000655256;0,57868;-0,125685;-163,214;-2332,54;;;;526;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;526;0,958863561;0,000710834;0,581083145;-0,123944571;-163,472074;-2135,145907
;;527;0,391399;0,00172;0,895788;-0,00583946;-23,1108;-194,356;;;;527;0,959428;0,000654889;0,578707;-0,125666;-163,199;-2333,41;;;;527;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;527;0,958761597;0,000711224;0,581143333;-0,123901185;-163,4610438;-2133,362102
;;528;0,39116;0,00171354;0,896073;-0,00580635;-23,046;-194,355;;;;528;0,959335;0,000654522;0,578734;-0,125647;-163,185;-2334,28;;;;528;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;528;0,958659565;0,000711624;0,581204022;-0,12385745;-163,4500658;-2131,545265
;;529;0,390923;0,0017071;0,896358;-0,00577344;-22,9814;-194,355;;;;529;0,959242;0,000654154;0,57876;-0,125627;-,163;-2335,14;;;;529;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;529;0,958557464;0,000712035;0,581265218;-0,12381336;-163,4391409;-2129,694942
;;530;0,390686;0,0017007;0,896641;-0,00574073;-22,9169;-194,355;;;;530;0,959149;0,000653786;0,578787;-0,125608;-163,156;-2336,01;;;;530;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;530;0,958455292;0,000712457;0,581326929;-0,12376891;-163,4282696;-2127,810678
;;531;0,390449;0,00169432;0,896924;-0,0057082;-22,8527;-194,355;;;;531;0,959056;0,000653418;0,578813;-0,125589;-163,141;-2336,89;;;;531;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;531;0,958353049;0,00071289;0,581389161;-0,123724095;-163,4174529;-2125,892012
;;532;0,390214;0,00168798;0,897205;-0,00567587;-22,7886;-194,355;;;;532;0,958963;0,00065305;0,57884;-0,125569;-163,127;-2337,76;;;;532;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;532;0,958250731;0,000713335;0,581451924;-0,123678911;-163,4066913;-2123,938479
;;533;0,38998;0,00168166;0,897486;-0,00564372;-22,7248;-194,354;;;;533;0,95887;0,000652681;0,578867;-0,12555;-163,112;-2338,63;;;;533;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;533;0,958148337;0,000713791;0,581515223;-0,123633352;-163,3959856;-2121,94961
;;534;0,389746;0,00167538;0,897766;-0,00561177;-22,6611;-194,354;;;;534;0,958777;0,000652312;0,578893;-0,12553;-163,098;-2339,51;;;;534;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;534;0,958045866;0,000714259;0,581579067;-0,123587413;-163,3853367;-2119,924932
;;535;0,389514;0,00166912;0,898046;-0,00558;-22,5976;-194,354;;;;535;0,958685;0,000651943;0,57892;-0,125511;-163,083;-2340,39;;;;535;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;535;0,957943314;0,00071474;0,581643463;-0,123541089;-163,3747452;-2117,863967
;;536;0,389282;0,0016629;0,898324;-0,00554842;-22,5343;-194,354;;;;536;0,958592;0,000651573;0,578947;-0,125491;-163,069;-2341,27;;;;536;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;536;0,957840681;0,000715232;0,58170842;-0,123494374;-163,364212;-2115,766234
;;537;0,389051;0,0016567;0,898602;-0,00551702;-22,4712;-194,353;;;;537;0,958499;0,000651204;0,578974;-0,125472;-163,054;-2342,15;;;;537;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;537;0,957737964;0,000715737;0,581773945;-0,123447263;-163,3537379;-2113,631246
;;538;0,388821;0,00165053;0,898879;-0,00548581;-22,4082;-194,353;;;;538;0,958406;0,000650834;0,579;-0,125453;-,163;-2343,03;;;;538;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;538;0,957635162;0,000716255;0,581840048;-0,123399749;-163,3433236;-2111,458514
;;539;0,388592;0,00164439;0,899156;-0,00545478;-22,3455;-194,353;;;;539;0,958314;0,000650464;0,579027;-0,125433;-163,025;-2343,92;;;;539;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;539;0,957532271;0,000716785;0,581906735;-0,123351828;-163,33297;-2109,247542
;;540;0,388363;0,00163828;0,899431;-0,00542393;-22,2829;-194,353;;;;540;0,958221;0,000650094;0,579054;-0,125414;-163,011;-2344,8;;;;540;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;540;0,957429291;0,000717329;0,581974017;-0,123303494;-163,3226779;-2106,997832
